"",geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,characteristics_ch1.4,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,description,description.1,data_processing,data_processing.1,data_processing.2,data_processing.3,data_processing.4,platform_id,contact_name,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip.postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash
GSM4462354,GSM4462354,Series8_A549_Mock_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,RSV_A549-mock3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563417,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089282,NONE,SRR11517750,4/10/2020 21:56,4/10/2020 21:52,5728818,795927651,0,138,303,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517750,SRX8089282,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456152,SAMN14563417,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,3637E6C6787B4282563E12D8A38DF387,836F2979E06F44C49C862F55FD3C5CE8
GSM4462355,GSM4462355,Series8_A549_Mock_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,RSV_A549-mock2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563416,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089283,NONE,SRR11517751,4/10/2020 22:02,4/10/2020 21:56,6459060,917797132,0,142,342,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517751,SRX8089283,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456151,SAMN14563416,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,C572BC75A2B1BE034FE83BD29CD7F8DC,2DB21310000BCC65C65FC07C4EF6A93A
GSM4462356,GSM4462356,Series8_A549_Mock_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,RSV_A549-mock1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563415,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089284,NONE,SRR11517752,4/10/2020 22:29,4/10/2020 22:14,11337279,1610137102,0,142,600,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517752,SRX8089284,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456153,SAMN14563415,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,7AA63CC58EEA03A82757267A8062DCFF,1E11437C03897240DA8A137DD8C279FD
GSM4462357,GSM4462357,Series8_A549_RSV_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,RSV infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: RSV infected (MOI 2),time point: NA,strain: A2,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,RSV_A549-RSV-MOI2-3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563414,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089285,NONE,SRR11517753,4/10/2020 22:55,4/10/2020 22:34,18265188,2613543693,0,143,964,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517753,SRX8089285,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456154,SAMN14563414,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,DD025E3B855E180DD84ACDBD9B914189,A27A1668E8FB6CDDF7A112DC5C98FEE6
GSM4462358,GSM4462358,Series8_A549_RSV_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,RSV infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: RSV infected (MOI 2),time point: NA,strain: A2,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,RSV_A549-RSV-MOI2-2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563454,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089286,NONE,SRR11517754,4/10/2020 22:01,4/10/2020 21:49,10113566,1400752563,0,138,520,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517754,SRX8089286,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456155,SAMN14563454,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,6818ACE705583AFF95E40BA023B49968,F034CC389A354424E8E58FBBCA47D043
GSM4462359,GSM4462359,Series8_A549_RSV_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,RSV infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: RSV infected (MOI 2),time point: NA,strain: A2,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,RSV_A549-RSV-MOI2-1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563453,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089287,NONE,SRR11517755,4/10/2020 22:13,4/10/2020 21:55,17024730,2388591778,0,140,883,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517755,SRX8089287,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456156,SAMN14563453,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,6A0FC6E440DF5120389E13F05A448CAC,FC927BE6C78453A541D7783B464F268D
GSM4462360,GSM4462360,Series8_A549_HPIV3_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,HPIV3 infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: HPIV3 infected (MOI 3),time point: NA,strain: JS,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-HPIV3-MOI2-1-indexD1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563452,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089288,NONE,SRR11517756,4/10/2020 22:47,4/10/2020 22:45,22489933,2978479228,0,132,1104,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517756,SRX8089288,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456157,SAMN14563452,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,3ED31303B9A216718CF7EA79FC6E6150,7464B66BD2858A93DC6F25281B614195
GSM4462361,GSM4462361,Series8_A549_HPIV3_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,HPIV3 infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: HPIV3 infected (MOI 3),time point: NA,strain: JS,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-HPIV3-MOI2-2-indexD2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563451,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089289,NONE,SRR11517757,4/10/2020 22:47,4/10/2020 22:36,15057066,2171419090,0,144,805,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517757,SRX8089289,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456158,SAMN14563451,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,A7B14CFB9DDD8AA7FB6B1A87CA5DD78E,FB271176EF3A1986473A8F816FCBD3D8
GSM4462362,GSM4462362,Series8_A549_HPIV3_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,HPIV3 infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: HPIV3 infected (MOI 3),time point: NA,strain: JS,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-HPIV3-MOI2-3-indexD3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563450,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089290,NONE,SRR11517758,4/10/2020 22:37,4/10/2020 22:35,19109384,2580165053,0,135,960,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517758,SRX8089290,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456160,SAMN14563450,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,6571ED1FC254116C6D3EB33F13EB911C,275CEB6DA49C7E273393B9A7E274A6B7
GSM4462363,GSM4462363,Series9_NHBE_Mock_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: Mock treatment,time point: 12hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,NHBE-Mock-1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563449,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089291,NONE,SRR11517762,4/10/2020 21:47,4/10/2020 21:45,1501003,214050327,0,142,72,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/011247/SRR11517762,SRX8089291,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456159,SAMN14563449,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,082AC84BB2B86740962F7ABE4985815F,246B80AB0A5871FDE89C05CEE3E31FEC
GSM4462364,GSM4462364,Series9_NHBE_Mock_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: Mock treatment,time point: 12hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,NHBE-Mock-2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563442,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089292,NONE,SRR11517763,4/10/2020 21:48,4/10/2020 21:46,1600408,229121017,0,143,77,https://sra-download.ncbi.nlm.nih.gov/traces/sra79/SRR/011247/SRR11517763,SRX8089292,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456161,SAMN14563442,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,3D538854F35286F41B46A3600EA3A5B2,5642B19C0BFD8B4A5895EFB262D58A35
GSM4462365,GSM4462365,Series9_NHBE_Mock_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: Mock treatment,time point: 12hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,NHBE-Mock-3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563441,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089293,NONE,SRR11517767,4/10/2020 22:26,4/10/2020 22:25,2032190,286304133,0,140,129,https://sra-download.ncbi.nlm.nih.gov/traces/sra58/SRR/011247/SRR11517767,SRX8089293,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456162,SAMN14563441,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,838D05E840939C17B8BBBA9E90C7391F,405091CA9FAF3D039E427B2203DB0FC8
GSM4462366,GSM4462366,Series9_NHBE_Mock_4,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: Mock treatment,time point: 12hrs after treatment,strain: NA,polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,NHBE-Mock-4,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563448,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089294,NONE,SRR11517771,4/10/2020 22:10,4/10/2020 22:04,3844395,541108908,0,140,245,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517771,SRX8089294,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456164,SAMN14563448,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,D23AAA3506AEAC08DE27F049B1C3BE88,CEE25313C7E826E3460E5A0424032A84
GSM4462367,GSM4462367,Series9_NHBE_IAV_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,IAV infected NHBE cells,Homo sapiens,cell line: NA,cell type: primary human bronchial epithelial cells,treatment: IAV infected (MOI 3),time point: 12hrs after treatment,strain: A/Puerto Rico/8/1934 (H1N1),polyA RNA,TruSeq RNA Library Prep Kit v2,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,IAV-LD-1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563447,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089295,NONE,SRR11517776,4/10/2020 22:22,4/10/2020 22:20,10558651,1238137451,0,117,554,https://sra-download.ncbi.nlm.nih.gov/traces/sra28/SRR/011247/SRR11517776,SRX8089295,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456163,SAMN14563447,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,A2C4299FF0672C08A57D20AE4A3B6D78,063E3BD8484CEEF4123E3736CD5B66B6
